,match,pinnacle,parimatch,ggbet,date,tournament,team left,players_left,team right,players_right,ban_left,ban_right,pick_left_team,pick_right_team,result_left_team,result_right_team,score
525,Inverse vs Hokori,8.34-1.07,-,-,25 Февраля 20:10 2021,OGA DPC South America Regional League Season 1: Нижний Дивизион,Inverse,"['gyo', 'NoaHGod-', 'Meley', 'dededo43', 'Slaw']",Hokori,"['26', 'therealyou~', 'Miau', 'Mizuki', 'Lumière']","['Nyx Assassin', 'Batrider', 'Invoker', 'Mars', 'Terrorblade', 'Beastmaster', 'Tidehunter']","['Earth Spirit', 'Alchemist', 'Monkey King', 'Timbersaw', 'Phantom Assassin', 'Outworld Destroyer', 'Viper']","['Wraith King', 'Ember Spirit', 'Puck', 'Tiny', 'Grimstroke']","['Slardar', 'Void Spirit', 'Tusk', 'Ogre Magi', 'Troll Warlord']",,"<span class=""team__title-label"">Победа</span>",24 : 26
526,Inverse vs Hokori,8.34-1.07,-,-,25 Февраля 20:10 2021,OGA DPC South America Regional League Season 1: Нижний Дивизион,Hokori,"['26', 'Mizuki', 'Miau', 'therealyou~', 'Lumière']",Inverse,"['gyo', 'NoaHGod-', 'Meley', 'dededo43', 'Slaw']","['Earth Spirit', 'Timbersaw', 'Mars', 'Viper', 'Tusk', 'Storm Spirit']","['Nyx Assassin', 'Batrider', 'Beastmaster', 'Monkey King', 'Slardar', 'Outworld Destroyer', 'Void Spirit']","['Underlord', 'Witch Doctor', 'Tiny', 'Puck', 'Terrorblade']","['Alchemist', 'Leshrac', 'Sand King', 'Rubick', 'Grimstroke']","<span class=""team__title-label"">Победа</span>",,30 : 44
527,Gambit-2 vs VP.Prodigy,1.42-2.73,-,-,25 Февраля 17:00 2021,ESL One CIS Online Season 1: Нижний дивизион,VP.Prodigy,"['Larl', 'celebrity', 'Noticed', 'Forcemajor', 'dSa']",Gambit-2,"['xannii', 'Lorenof', 'Blizzy', 'XSVamp1Re', 'eine']","['Enigma', 'Keeper of the Light', 'Bloodseeker', 'Tidehunter', 'Invoker', 'Phantom Lancer', 'Phantom Assassin']","['Nyx Assassin', 'Puck', 'Lycan', 'Phoenix', 'Earth Spirit', 'Batrider', 'Storm Spirit']","['Death Prophet', 'Beastmaster', 'Drow Ranger', 'Clockwerk', 'Abaddon']","['Void Spirit', 'Morphling', 'Outworld Destroyer', 'Pudge', 'Ancient Apparition']","<span class=""team__title-label"">Победа</span>",,27 : 16
528,Gambit-2 vs VP.Prodigy,1.42-2.73,-,-,25 Февраля 17:00 2021,ESL One CIS Online Season 1: Нижний дивизион,Gambit-2,"['xannii', 'Lorenof', 'Blizzy', 'XSVamp1Re', 'eine']",VP.Prodigy,"['Larl', 'celebrity', 'Noticed', 'Forcemajor', 'dSa']","['Nyx Assassin', 'Beastmaster', 'Lycan', 'Ursa', 'Troll Warlord', 'Void Spirit', 'Puck']","['Enigma', 'Keeper of the Light', 'Alchemist', 'Morphling', 'Oracle', 'Storm Spirit', 'Queen of Pain']","['Anti-Mage', 'Death Prophet', ""Nature's Prophet"", 'Earthshaker', 'Enchantress']","['Razor', 'Dark Seer', 'Bloodseeker', 'Clockwerk', 'Grimstroke']","<span class=""team__title-label"">Победа</span>",,26 : 8
529,Gambit-2 vs VP.Prodigy,1.42-2.73,-,-,25 Февраля 17:00 2021,ESL One CIS Online Season 1: Нижний дивизион,Gambit-2,"['xannii', 'Lorenof', 'Blizzy', 'XSVamp1Re', 'eine']",VP.Prodigy,"['Larl', 'celebrity', 'Noticed', 'Forcemajor', 'dSa']","['Keeper of the Light', 'Nyx Assassin', 'Dark Seer', 'Phantom Lancer', 'Beastmaster', 'Lycan', 'Tidehunter']","['Enigma', 'Earthshaker', 'Oracle', 'Bloodseeker', 'Ancient Apparition', 'Weaver', 'Ursa']","['Morphling', 'Puck', 'Mars', 'Earth Spirit', 'Shadow Demon']","['Death Prophet', ""Nature's Prophet"", 'Monkey King', 'Tusk', 'Abaddon']","<span class=""team__title-label"">Победа</span>",,30 : 13
530,OB Esports x Neon vs T1,2.08-1.76,-,-,25 Февраля 14:10 2021,Dota Pro Circuit 2021: Season 1 - Southeast Asia Верхний дивизион,T1,"['JaCkky', 'Karl', 'Kuku', 'Xepher', 'Whitemon']",OB Esports x Neon,"['Natsumi-', 'skem', 'Yopaj', 'PlayHard', 'Jaunuel']","['Troll Warlord', 'Pangolier', 'Keeper of the Light', 'Dragon Knight', 'Mars', 'Batrider', 'Ember Spirit']","['Enigma', 'Beastmaster', 'Monkey King', 'Ursa', 'Wraith King', 'Terrorblade', 'Medusa']","['Phantom Assassin', 'Puck', 'Timbersaw', 'Earth Spirit', 'Disruptor']","['Razor', 'Shadow Shaman', 'Alchemist', 'Legion Commander', 'Phoenix']","<span class=""team__title-label"">Победа</span>",,41 : 21
531,OB Esports x Neon vs T1,2.08-1.76,-,-,25 Февраля 14:10 2021,Dota Pro Circuit 2021: Season 1 - Southeast Asia Верхний дивизион,OB Esports x Neon,"['skem', 'Natsumi-', 'Yopaj', 'PlayHard', 'Jaunuel']",T1,"['JaCkky', 'Karl', 'Kuku', 'Xepher', 'Whitemon']","['Beastmaster', 'Enigma', 'Alchemist', 'Tidehunter', 'Phoenix', 'Timbersaw', 'Mars']","['Pangolier', 'Troll Warlord', 'Viper', 'Venomancer', 'Oracle', 'Phantom Assassin', 'Medusa']","['Puck', 'Io', 'Death Prophet', 'Tusk', 'Abaddon']","['Monkey King', 'Batrider', 'Dragon Knight', 'Lion', 'Crystal Maiden']","<span class=""team__title-label"">Победа</span>",,28 : 12
532,OB Esports x Neon vs T1,2.08-1.76,-,-,25 Февраля 14:10 2021,Dota Pro Circuit 2021: Season 1 - Southeast Asia Верхний дивизион,T1,"['JaCkky', 'Karl', 'Kuku', 'Xepher', 'Whitemon']",OB Esports x Neon,"['Natsumi-', 'skem', 'Yopaj', 'PlayHard', 'Jaunuel']","['Pangolier', 'Tusk', 'Batrider', 'Tidehunter', 'Timbersaw', 'Queen of Pain', 'Lina']","['Enigma', 'Beastmaster', 'Abaddon', 'Oracle', 'Mars', 'Centaur Warrunner', 'Underlord']","['Wraith King', 'Death Prophet', 'Dragon Knight', 'Phoenix', 'Disruptor']","['Troll Warlord', 'Puck', 'Earth Spirit', 'Legion Commander', 'Nyx Assassin']","<span class=""team__title-label"">Победа</span>",,33 : 20
533,Imperial Pro Gaming vs PuckChamp,4.24-1.20,-,-,25 Февраля 14:00 2021,ESL One CIS Online Season 1: Нижний дивизион,PuckChamp,"['cridoz (fan)', 'krylat', 'meLes', 'Astral', 'Dukalis']",Imperial Pro Gaming,"['anticide', 'Rari', 'Askold', 'SuperNova', 'Le don']","['Earth Spirit', 'Keeper of the Light', 'Bloodseeker', 'Lifestealer', 'Beastmaster', ""Nature's Prophet"", 'Tidehunter']","['Nyx Assassin', 'Death Prophet', 'Io', 'Phoenix', 'Shadow Shaman', 'Morphling', 'Phantom Lancer']","['Void Spirit', 'Monkey King', 'Pangolier', 'Shadow Demon', 'Oracle']","['Grimstroke', 'Weaver', 'Puck', 'Underlord', 'Clockwerk']","<span class=""team__title-label"">Победа</span>",,52 : 14
534,Imperial Pro Gaming vs PuckChamp,4.24-1.20,-,-,25 Февраля 14:00 2021,ESL One CIS Online Season 1: Нижний дивизион,Imperial Pro Gaming,"['anticide', 'Rari', 'Askold', 'SuperNova', 'Le don']",PuckChamp,"['cridoz (fan)', 'krylat', 'meLes', 'Astral', 'Dukalis']","['Nyx Assassin', 'Void Spirit', 'Shadow Shaman', 'Bristleback', 'Death Prophet', 'Troll Warlord', 'Slark']","['Dark Seer', 'Lifestealer', 'Weaver', 'Grimstroke', 'Bloodseeker', 'Timbersaw', 'Enigma']","['Earth Spirit', 'Phantom Assassin', 'Puck', ""Nature's Prophet"", 'Crystal Maiden']","['Dragon Knight', 'Io', 'Mars', 'Keeper of the Light', 'Abaddon']",,"<span class=""team__title-label"">Победа</span>",11 : 34
535,Lilgun vs Yangon Galacticos,1.34-3.11,-,-,25 Февраля 08:10 2021,Dota Pro Circuit 2021: Season 1 - Southeast Asia Нижний дивизион,Yangon Galacticos,"['HAW', 'Young PH', 'LuN', 'Skill Lay', 'Zawrain']",Lilgun,"['Вэжита', 'Sancity', 'x123', 'Marvel', 'Hishge']","['Broodmother', 'Lycan', 'Beastmaster', 'Lion', 'Timbersaw', 'Outworld Destroyer', 'Huskar']","['Batrider', 'Io', 'Ursa', 'Monkey King', 'Pangolier', ""Nature's Prophet"", 'Viper']","['Puck', 'Morphling', 'Abaddon', 'Death Prophet', 'Clockwerk']","['Earthshaker', 'Templar Assassin', 'Lone Druid', 'Underlord', 'Phoenix']",,"<span class=""team__title-label"">Победа</span>",23 : 29
536,Lilgun vs Yangon Galacticos,1.34-3.11,-,-,25 Февраля 08:10 2021,Dota Pro Circuit 2021: Season 1 - Southeast Asia Нижний дивизион,Yangon Galacticos,"['HAW', 'Young PH', 'LuN', 'Skill Lay', 'Zawrain']",Lilgun,"['Вэжита', 'Sancity', 'x123', 'Marvel', 'Hishge']","['Lycan', 'Broodmother', 'Earthshaker', 'Nyx Assassin', 'Underlord', 'Outworld Destroyer', 'Templar Assassin']","['Batrider', 'Io', 'Monkey King', 'Ursa', 'Phantom Lancer', 'Crystal Maiden', 'Ember Spirit']","['Invoker', 'Troll Warlord', 'Pangolier', 'Tidehunter', 'Puck']","['Shadow Shaman', 'Timbersaw', 'Lone Druid', 'Beastmaster', 'Phoenix']",,"<span class=""team__title-label"">Победа</span>",19 : 37
537,Infamous Gaming vs EgoBoys,1.49-2.51,-,-,24 Февраля 23:10 2021,OGA DPC South America Regional League Season 1: Верхний Дивизион,EgoBoys,"['HAPPPPPPPPPYYYYYYYYYY', 'Alone', 'Sacred', 'Tano', 'Prada']",Infamous Gaming,"['Papita', 'pakazs', 'Mr.Jeans', 'Michael', 'Accel']","['Alchemist', 'Lina', 'Invoker', 'Storm Spirit', 'Slark', 'Puck', 'Viper']","[""Nature's Prophet"", 'Timbersaw', 'Undying', 'Oracle', 'Beastmaster', 'Ember Spirit', 'Void Spirit']","['Bristleback', 'Medusa', 'Enigma', 'Clockwerk', 'Keeper of the Light']","['Mars', 'Juggernaut', 'Death Prophet', 'Nyx Assassin', 'Witch Doctor']",,"<span class=""team__title-label"">Победа</span>",16 : 45
538,Infamous Gaming vs EgoBoys,1.49-2.51,-,-,24 Февраля 23:10 2021,OGA DPC South America Regional League Season 1: Верхний Дивизион,Infamous Gaming,"['Papita', 'pakazs', 'Mr.Jeans', 'Michael', 'Accel']",EgoBoys,"['HAPPPPPPPPPYYYYYYYYYY', 'Alone', 'Sacred', 'Tano', 'Prada']","['Timbersaw', 'Beastmaster', 'Tidehunter', 'Pangolier', 'Earthshaker', 'Ember Spirit', 'Viper']","['Keeper of the Light', 'Alchemist', 'Invoker', 'Phantom Lancer', 'Slark', 'Enigma', 'Undying']","['Puck', 'Monkey King', 'Kunkka', 'Nyx Assassin', ""Nature's Prophet""]","['Medusa', 'Morphling', 'Mars', 'Windranger', 'Crystal Maiden']","<span class=""team__title-label"">Победа</span>",,38 : 29
539,OG vs Team Secret,2.76-1.41,-,-,24 Февраля 20:00 2021,DreamLeague Season 14 DPC EU: Верхний дивизион,Team Secret,"['MATUMBAMAN', 'Nisha', 'zai', 'YapzOr', 'Puppey']",OG,"['MidOne', 'Topson', 'Ceb', 'Saksa', 'N0tail']","['Morphling', 'Io', 'Abaddon', 'Undying', 'Witch Doctor', 'Puck', 'Outworld Destroyer']","['Earthshaker', 'Enchantress', 'Viper', 'Troll Warlord', 'Batrider', 'Kunkka', 'Void Spirit']","['Slark', 'Invoker', 'Timbersaw', 'Rubick', 'Tidehunter']","['Monkey King', 'Snapfire', 'Alchemist', 'Lion', 'Treant Protector']","<span class=""team__title-label"">Победа</span>",,27 : 16
540,OG vs Team Secret,2.76-1.41,-,-,24 Февраля 20:00 2021,DreamLeague Season 14 DPC EU: Верхний дивизион,Team Secret,"['MATUMBAMAN', 'Nisha', 'zai', 'YapzOr', 'Puppey']",OG,"['MidOne', 'Topson', 'Ceb', 'Saksa', 'N0tail']","['Morphling', 'Io', 'Troll Warlord', 'Phantom Assassin', 'Earth Spirit', 'Beastmaster', 'Bloodseeker']","['Earthshaker', 'Enchantress', 'Timbersaw', 'Pangolier', 'Mars', 'Doom', 'Elder Titan']","['Slark', 'Invoker', 'Monkey King', 'Rubick', 'Warlock']","['Gyrocopter', 'Riki', 'Alchemist', 'Lion', 'Treant Protector']",,"<span class=""team__title-label"">Победа</span>",9 : 24
541,OG vs Team Secret,2.76-1.41,-,-,24 Февраля 20:00 2021,DreamLeague Season 14 DPC EU: Верхний дивизион,Team Secret,"['MATUMBAMAN', 'Nisha', 'zai', 'YapzOr', 'Puppey']",OG,"['MidOne', 'Topson', 'Ceb', 'Saksa', 'N0tail']","['Morphling', 'Alchemist', 'Grimstroke', 'Phantom Assassin', 'Treant Protector', 'Pugna', 'Bristleback']","['Earthshaker', 'Puck', 'Bloodseeker', 'Slark', 'Kunkka', 'Viper', 'Void Spirit']","['Ursa', 'Ember Spirit', 'Enigma', 'Tusk', 'Io']","['Weaver', 'Clinkz', 'Timbersaw', 'Earth Spirit', 'Winter Wyvern']","<span class=""team__title-label"">Победа</span>",,71 : 26
542,Hellbear Smashers vs Spider Pigzs,1.13-5.56,-,-,24 Февраля 17:00 2021,DreamLeague Season 14 EU DPC: Нижний дивизион,Spider Pigzs,"['lil pleb', 'No!ob', 'Mitch', 'dnz', 'LeBron']",Hellbear Smashers,"['Ace', 'Stormstormer', 'rASmus', 'Gilgir', 'tOfu']","['Keeper of the Light', 'Dragon Knight', 'Void Spirit', 'Invoker', 'Leshrac', 'Arc Warden', 'Monkey King']","['Dark Seer', 'Death Prophet', 'Enchantress', 'Phantom Assassin', 'Phantom Lancer', 'Timbersaw', 'Tidehunter']","['Medusa', 'Puck', 'Legion Commander', 'Rubick', 'Clockwerk']","['Troll Warlord', 'Tiny', 'Beastmaster', 'Shadow Shaman', 'Nyx Assassin']",,"<span class=""team__title-label"">Победа</span>",29 : 43
543,Hellbear Smashers vs Spider Pigzs,1.13-5.56,-,-,24 Февраля 17:00 2021,DreamLeague Season 14 EU DPC: Нижний дивизион,Hellbear Smashers,"['Ace', 'Stormstormer', 'rASmus', 'Gilgir', 'tOfu']",Spider Pigzs,"['lil pleb', 'No!ob', 'Mitch', 'LeBron', 'dnz']","['Dark Seer', 'Enigma', 'Wraith King', 'Timbersaw', 'Clockwerk', 'Troll Warlord', 'Phantom Assassin']","['Keeper of the Light', 'Death Prophet', 'Lina', 'Invoker', 'Monkey King', 'Oracle', 'Crystal Maiden']","['Ursa', 'Dragon Knight', 'Viper', 'Earthshaker', ""Nature's Prophet""]","['Morphling', 'Void Spirit', 'Tidehunter', 'Grimstroke', 'Windranger']","<span class=""team__title-label"">Победа</span>",,26 : 23
544,Fnatic vs TNC Predator,1.64-2.29,-,-,24 Февраля 14:40 2021,Dota Pro Circuit 2021: Season 1 - Southeast Asia Верхний дивизион,TNC Predator,"['Gabbi', 'Armel', 'kpii', 'Tims', 'Febby']",Fnatic,"['Raven', 'Moon', 'Masaros', 'Jabz', 'DJ']","['Puck', 'Io', 'Viper', 'Batrider', 'Death Prophet', 'Void Spirit', 'Outworld Destroyer']","['Timbersaw', 'Pangolier', 'Keeper of the Light', 'Ursa', 'Lycan', 'Leshrac', 'Underlord']","['Morphling', 'Bristleback', 'Brewmaster', 'Mirana', 'Spirit Breaker']","['Phantom Lancer', 'Invoker', 'Alchemist', 'Earth Spirit', 'Crystal Maiden']","<span class=""team__title-label"">Победа</span>",,29 : 12
545,Fnatic vs TNC Predator,1.64-2.29,-,-,24 Февраля 14:40 2021,Dota Pro Circuit 2021: Season 1 - Southeast Asia Верхний дивизион,Fnatic,"['Raven', 'Moon', 'Masaros', 'Jabz', 'DJ']",TNC Predator,"['Gabbi', 'Armel', 'kpii', 'Tims', 'Febby']","['Alchemist', 'Pangolier', 'Beastmaster', 'Death Prophet', 'Storm Spirit', 'Kunkka', 'Batrider']","['Puck', 'Io', 'Monkey King', 'Tidehunter', 'Phantom Lancer', 'Void Spirit', 'Dragon Knight']","['Lycan', 'Invoker', 'Timbersaw', 'Enigma', 'Bounty Hunter']","['Morphling', 'Bristleback', 'Wraith King', 'Rubick', 'Spirit Breaker']","<span class=""team__title-label"">Победа</span>",,34 : 18
546,Fnatic vs TNC Predator,1.64-2.29,-,-,24 Февраля 14:40 2021,Dota Pro Circuit 2021: Season 1 - Southeast Asia Верхний дивизион,Fnatic,"['Raven', 'Moon', 'Masaros', 'Jabz', 'DJ']",TNC Predator,"['Gabbi', 'Armel', 'kpii', 'Tims', 'Febby']","['Alchemist', 'Morphling', 'Lycan', 'Death Prophet', 'Wraith King', 'Ursa', 'Slark']","['Io', 'Puck', 'Timbersaw', 'Tidehunter', 'Troll Warlord', 'Terrorblade', 'Medusa']","['Phantom Assassin', 'Storm Spirit', 'Night Stalker', 'Enigma', 'Bounty Hunter']","['Monkey King', 'Leshrac', 'Beastmaster', 'Rubick', 'Oracle']","<span class=""team__title-label"">Победа</span>",,33 : 14
547,Team Liquid vs Alliance,1.82-2.01,-,-,23 Февраля 23:00 2021,DreamLeague Season 14 DPC EU: Верхний дивизион,Alliance,"['Nikobaby', 'Limmp', 's4', 'Handsken', 'fng']",Team Liquid,"['miCKe', 'qojqva', 'Boxi', 'Taiga', 'iNSaNiA']","['Keeper of the Light', 'Puck', 'Timbersaw', 'Outworld Destroyer', 'Bloodseeker', 'Slark', 'Weaver']","['Nyx Assassin', 'Wraith King', 'Monkey King', 'Gyrocopter', 'Juggernaut', 'Death Prophet', 'Void Spirit']","['Phantom Assassin', 'Windranger', 'Alchemist', 'Lion', 'Undying']","['Ursa', 'Viper', 'Enigma', 'Earth Spirit', 'Grimstroke']","<span class=""team__title-label"">Победа</span>",,25 : 10
548,Team Liquid vs Alliance,1.82-2.01,-,-,23 Февраля 23:00 2021,DreamLeague Season 14 DPC EU: Верхний дивизион,Alliance,"['Nikobaby', 'Limmp', 's4', 'Handsken', 'fng']",Team Liquid,"['miCKe', 'qojqva', 'Boxi', 'Taiga', 'iNSaNiA']","['Io', 'Lone Druid', 'Lycan', 'Bloodseeker', 'Outworld Destroyer', 'Terrorblade', 'Troll Warlord']","['Keeper of the Light', 'Nyx Assassin', 'Tidehunter', 'Timbersaw', 'Wraith King', 'Phantom Assassin', 'Lifestealer']","['Anti-Mage', 'Death Prophet', 'Beastmaster', 'Earthshaker', ""Nature's Prophet""]","['Leshrac', 'Broodmother', 'Puck', 'Earth Spirit', 'Oracle']",,"<span class=""team__title-label"">Победа</span>",8 : 34
549,Team Liquid vs Alliance,1.82-2.01,-,-,23 Февраля 23:00 2021,DreamLeague Season 14 DPC EU: Верхний дивизион,Alliance,"['Nikobaby', 'Limmp', 's4', 'Handsken', 'fng']",Team Liquid,"['miCKe', 'qojqva', 'Boxi', 'Taiga', 'iNSaNiA']","['Keeper of the Light', 'Puck', 'Grimstroke', 'Enigma', 'Timbersaw', 'Dragon Knight', 'Lone Druid']","['Alchemist', 'Nyx Assassin', 'Wraith King', 'Lifestealer', 'Morphling', 'Queen of Pain', 'Death Prophet']","['Weaver', 'Void Spirit', 'Tidehunter', 'Io', 'Lion']","['Bloodseeker', 'Shadow Fiend', 'Outworld Destroyer', 'Earth Spirit', 'Undying']","<span class=""team__title-label"">Победа</span>",,25 : 20
550,High Coast Esports vs Team Nigma,4.87-1.19,-,-,23 Февраля 20:00 2021,DreamLeague Season 14 DPC EU: Верхний дивизион,High Coast Esports,"['Charlie', 'Supream', 'Chessie', 'Era', 'Xibbe']",Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Beastmaster', ""Nature's Prophet"", 'Puck', 'Invoker', 'Batrider', 'Medusa', 'Morphling']","['Lycan', 'Keeper of the Light', 'Bloodseeker', 'Alchemist', 'Dragon Knight', 'Naga Siren', 'Monkey King']","['Ursa', 'Death Prophet', 'Enigma', 'Spirit Breaker', 'Shadow Demon']","['Void Spirit', 'Weaver', 'Venomancer', 'Io', 'Earthshaker']",,"<span class=""team__title-label"">Победа</span>",35 : 36
551,High Coast Esports vs Team Nigma,4.87-1.19,-,-,23 Февраля 20:00 2021,DreamLeague Season 14 DPC EU: Верхний дивизион,High Coast Esports,"['Charlie', 'Supream', 'Chessie', 'Era', 'Xibbe']",Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Io', 'Beastmaster', 'Morphling', 'Enigma', ""Nature's Prophet"", 'Oracle', 'Abaddon']","['Lycan', 'Keeper of the Light', 'Puck', 'Underlord', 'Naga Siren', 'Slark', 'Batrider']","['Bloodseeker', 'Viper', 'Pangolier', 'Dark Willow', 'Shadow Demon']","['Lifestealer', 'Void Spirit', 'Dragon Knight', 'Earth Spirit', 'Monkey King']",,"<span class=""team__title-label"">Победа</span>",21 : 43
552,No Bounty Hunter vs Brame,4.28-1.20,-,-,23 Февраля 17:10 2021,DreamLeague Season 14 EU DPC: Нижний дивизион,Brame,"['Focus', 'W1sh-', 'SkyLark', 'CTOMAHEH1', 'SsaSpartan']",No Bounty Hunter,"['Keanu Reeves', 'Ntakii', 'BliNcc', 'dEsire', 'Flash']","['Puck', 'Death Prophet', 'Pangolier', 'Grimstroke', 'Razor', 'Dark Seer', 'Batrider']","['Keeper of the Light', 'Beastmaster', 'Tidehunter', 'Timbersaw', 'Bloodseeker', 'Terrorblade', 'Ursa']","['Morphling', 'Io', 'Mars', 'Phoenix', 'Tusk']","['Lycan', 'Ember Spirit', 'Enigma', 'Earth Spirit', 'Witch Doctor']","<span class=""team__title-label"">Победа</span>",,34 : 22
553,No Bounty Hunter vs Brame,4.28-1.20,-,-,23 Февраля 17:10 2021,DreamLeague Season 14 EU DPC: Нижний дивизион,Brame,"['Focus', 'W1sh-', 'SkyLark', 'CTOMAHEH1', 'SsaSpartan']",No Bounty Hunter,"['Keanu Reeves', 'Ntakii', 'BliNcc', 'dEsire', 'Flash']","['Puck', 'Death Prophet', 'Lycan', 'Io', 'Oracle', 'Void Spirit', 'Kunkka']","['Beastmaster', 'Keeper of the Light', 'Ursa', 'Morphling', 'Troll Warlord', 'Outworld Destroyer', 'Timbersaw']","['Wraith King', 'Dragon Knight', 'Dark Seer', 'Earth Spirit', 'Dark Willow']","['Juggernaut', 'Windranger', 'Tidehunter', 'Tusk', 'Grimstroke']","<span class=""team__title-label"">Победа</span>",,42 : 15
554,Team MagMa vs Invictus Gaming,4.14-1.24,-,-,23 Февраля 14:10 2021,Dota Pro Circuit 2021: Season 1 - China Верхний дивизион,Team MagMa,"['wish safe health', 'Dust', 'Tzy', 'mianmian', 'Kazz']",Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']","['Outworld Destroyer', 'Io', 'Timbersaw', 'Tidehunter', 'Lycan', 'Wraith King', 'Troll Warlord']","['Ancient Apparition', 'Tusk', 'Terrorblade', 'Nyx Assassin', 'Monkey King', 'Morphling', 'Arc Warden']","['Drow Ranger', 'Void Spirit', 'Night Stalker', 'Shadow Shaman', 'Elder Titan']","['Death Prophet', 'Ember Spirit', 'Bristleback', 'Rubick', 'Oracle']",,"<span class=""team__title-label"">Победа</span>",24 : 23
555,Team MagMa vs Invictus Gaming,4.14-1.24,-,-,23 Февраля 14:10 2021,Dota Pro Circuit 2021: Season 1 - China Верхний дивизион,Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']",Team MagMa,"['wish safe health', 'Dust', 'Tzy', 'mianmian', 'Kazz']","['Io', 'Nyx Assassin', 'Razor', 'Terrorblade', 'Monkey King', 'Void Spirit', 'Leshrac']","['Outworld Destroyer', 'Phoenix', 'Shadow Shaman', 'Timbersaw', 'Rubick', 'Kunkka', 'Tidehunter']","['Troll Warlord', 'Magnus', 'Mars', 'Lion', 'Oracle']","['Lycan', 'Puck', 'Bristleback', 'Tusk', 'Abaddon']","<span class=""team__title-label"">Победа</span>",,39 : 20
556,Felt vs Arkosh Gaming,3.33-1.30,-,-,23 Февраля 02:10 2021,Dota Pro Circuit 2021: Season 1 - North America Нижний дивизион,Felt,"['kom4rt', 'tae', 'Zore', 'Justus', 'Koyaanisqatsi']",Arkosh Gaming,"['Pale Horse', 'Canus Vulpus', 'Gremlo', 'Crow', 'G.O.A.T.']","['Earth Spirit', ""Nature's Prophet"", 'Beastmaster', 'Mars', 'Tidehunter', 'Morphling', 'Phantom Lancer']","['Outworld Destroyer', 'Puck', 'Viper', 'Grimstroke', 'Jakiro', 'Death Prophet', 'Venomancer']","['Terrorblade', 'Queen of Pain', 'Void Spirit', 'Keeper of the Light', 'Nyx Assassin']","['Monkey King', 'Invoker', 'Enigma', 'Rubick', 'Disruptor']",,"<span class=""team__title-label"">Победа</span>",26 : 29
557,Felt vs Arkosh Gaming,3.33-1.30,-,-,23 Февраля 02:10 2021,Dota Pro Circuit 2021: Season 1 - North America Нижний дивизион,Felt,"['tae', 'Rusy', 'Zore', 'Justus', 'Koyaanisqatsi']",Arkosh Gaming,"['Pale Horse', 'Canus Vulpus', 'Gremlo', 'Crow', 'G.O.A.T.']","['Earth Spirit', ""Nature's Prophet"", 'Phantom Lancer', 'Monkey King', 'Beastmaster', 'Slark', 'Weaver']","['Outworld Destroyer', 'Nyx Assassin', 'Alchemist', 'Ursa', 'Troll Warlord', 'Dragon Knight', 'Templar Assassin']","['Void Spirit', 'Juggernaut', 'Viper', 'Keeper of the Light', 'Clockwerk']","['Lycan', 'Puck', 'Death Prophet', 'Earthshaker', 'Undying']",,"<span class=""team__title-label"">Победа</span>",16 : 38
558,Winstrike Team vs B8,1.14-5.42,-,-,22 Февраля 17:00 2021,ESL One CIS Online Season 1: Нижний дивизион,B8,"['Dendi', 'Sexyfat', 'RdO-', 'TSA', 'Duster']",Winstrike Team,"['DyrachYO', 're1bl', 'chshrct', 'yamich', 'Pantomem']","['Void Spirit', 'Keeper of the Light', 'Timbersaw', 'Tidehunter', 'Clockwerk', 'Batrider', 'Lycan']","['Earthshaker', 'Phoenix', 'Beastmaster', 'Viper', 'Ursa', 'Enchantress', 'Undying']","['Death Prophet', 'Pangolier', 'Terrorblade', 'Shadow Shaman', 'Winter Wyvern']","['Monkey King', 'Puck', 'Mars', 'Dark Willow', 'Oracle']","<span class=""team__title-label"">Победа</span>",,33 : 32
559,Winstrike Team vs B8,1.14-5.42,-,-,22 Февраля 17:00 2021,ESL One CIS Online Season 1: Нижний дивизион,B8,"['Dendi', 'Sexyfat', 'RdO-', 'TSA', 'Duster']",Winstrike Team,"['DyrachYO', 're1bl', 'chshrct', 'yamich', 'Pantomem']","['Void Spirit', 'Keeper of the Light', 'Timbersaw', 'Tidehunter', 'Clockwerk', 'Chen', 'Viper']","['Phoenix', 'Death Prophet', 'Terrorblade', 'Troll Warlord', 'Medusa', 'Arc Warden', 'Phantom Assassin']","['Leshrac', 'Mars', 'Abaddon', 'Shadow Shaman', 'Enigma']","['Monkey King', 'Storm Spirit', 'Beastmaster', 'Rubick', 'Puck']",,"<span class=""team__title-label"">Победа</span>",11 : 41
