match,pinnacle,parimatch,ggbet,date,tournament,team left,players_left,team right,players_right,ban_left,ban_right,pick_left_team,pick_right_team,result_left_team,result_right_team,score
Nemiga Gaming vs V-Gaming,2.79-1.40,1.09-6.50,-,08 Сентября 15:20 2021,Dota 2 Champions League 2021 Season 3,V-Gaming,"['MALYW GRUT !', 'Naive-', 'destroyed', 'ArrOw', 'malady']",Nemiga Gaming,"['Капец)', 'Kiritych', 'TheChosenOne', 'Haaven', 'Lodine']","['Keeper of the Light', 'Pangolier', 'Tiny', 'Beastmaster', 'Razor', 'Pugna', 'Invoker']","['Shadow Demon', 'Night Stalker', 'Slark', 'Treant Protector', 'Lifestealer', 'Juggernaut', 'Bloodseeker']","['Lina', 'Weaver', 'Tidehunter', 'Rubick', 'Lich']","['Batrider', 'Sven', 'Vengeful Spirit', 'Dark Willow', 'Omniknight']",,"<span class=""team__title-label"">Победа</span>",26 : 34
Nemiga Gaming vs V-Gaming,2.79-1.40,1.09-6.50,-,08 Сентября 15:20 2021,Dota 2 Champions League 2021 Season 3,Nemiga Gaming,"['Капец)', 'Kiritych', 'TheChosenOne', 'Haaven', 'Lodine']",V-Gaming,"['MALYW GRUT !', 'Naive-', 'destroyed', 'ArrOw', 'malady']","['Night Stalker', 'Tidehunter', 'Disruptor', 'Treant Protector', 'Bloodseeker', 'Mars', 'Axe']","['Pangolier', 'Omniknight', 'Batrider', 'Clockwerk', 'Phantom Lancer', 'Templar Assassin', 'Void Spirit']","['Razor', 'Slark', 'Beastmaster', 'Lina', 'Vengeful Spirit']","['Invoker', 'Gyrocopter', 'Silencer', 'Shadow Demon', 'Faceless Void']","<span class=""team__title-label"">Победа</span>",,25 : 9
Galaxy Racer Esports vs Dream Maker,2.00-1.83,1.50(2.65)15.00,-,08 Сентября 14:40 2021,BTS Pro Series Season 8: Southeast Asia,Dream Maker,"['Chidori~', 'Rosieareroses', 'Nevermine', 'Czy', 'TrazaM']",Galaxy Racer Esports,"['inYourdreaM', 'AlaCrity', 'Meracle', 'Poloson', 'Jhocam']","['Pangolier', 'Abaddon', 'Luna', 'Gyrocopter', 'Night Stalker', 'Dark Seer', 'Void Spirit']","['Mirana', 'Sven', 'Silencer', 'Storm Spirit', 'Slark', 'Puck', 'Queen of Pain']","['Lifestealer', 'Keeper of the Light', 'Legion Commander', 'Lion', 'Lich']","['Monkey King', 'Batrider', 'Outworld Destroyer', 'Omniknight', 'Nyx Assassin']",,"<span class=""team__title-label"">Победа</span>",8 : 38
Galaxy Racer Esports vs Dream Maker,2.00-1.83,1.50(2.65)15.00,-,08 Сентября 14:40 2021,BTS Pro Series Season 8: Southeast Asia,Dream Maker,"['Chidori~', 'Rosieareroses', 'Nevermine', 'Czy', 'TrazaM']",Galaxy Racer Esports,"['inYourdreaM', 'AlaCrity', 'Meracle', 'Poloson', 'Jhocam']","['Vengeful Spirit', 'Enchantress', 'Dark Seer', 'Medusa', 'Tidehunter', 'Troll Warlord', 'Gyrocopter']","['Mirana', 'Sven', 'Batrider', 'Storm Spirit', 'Night Stalker', 'Lina', 'Ember Spirit']","['Clinkz', 'Void Spirit', 'Beastmaster', 'Windranger', 'Omniknight']","['Weaver', 'Puck', 'Bloodseeker', 'Pangolier', 'Monkey King']","<span class=""team__title-label"">Победа</span>",,29 : 16
Fnatic vs Team Spirit,2.14-1.72,1.97-1.77,-,08 Сентября 13:10 2021,OGA Dota PIT Invitational,Team Spirit,"['Yatoro', 'TORONTOTOKYO', 'Collapse', 'Miroslaw', 'Miposhka']",Fnatic,"['Raven', 'CHYuan', 'Deth', 'Jabz', 'DJ']","['Omniknight', 'Night Stalker', 'Sven', 'Clinkz', 'Luna', 'Sniper', 'Monkey King']","['Keeper of the Light', 'Vengeful Spirit', 'Tidehunter', 'Bloodseeker', 'Storm Spirit', 'Mars', 'Legion Commander']","['Gyrocopter', 'Queen of Pain', 'Pangolier', 'Dark Willow', 'Bane']","['Medusa', 'Batrider', 'Lycan', 'Shadow Demon', 'Abaddon']","<span class=""team__title-label"">Победа</span>",,24 : 11
Fnatic vs Team Spirit,2.14-1.72,1.97-1.77,-,08 Сентября 13:10 2021,OGA Dota PIT Invitational,Fnatic,"['Raven', 'CHYuan', 'Deth', 'Jabz', 'DJ']",Team Spirit,"['Yatoro', 'TORONTOTOKYO', 'Collapse', 'Miroslaw', 'Miposhka']","['Keeper of the Light', 'Bane', 'Lina', 'Invoker', 'Puck', 'Anti-Mage', 'Medusa']","['Vengeful Spirit', 'Clinkz', 'Omniknight', 'Monkey King', 'Gyrocopter', 'Sniper', 'Phantom Lancer']","['Templar Assassin', 'Storm Spirit', 'Brewmaster', 'Rubick', 'Night Stalker']","['Luna', 'Tiny', 'Bloodseeker', 'Mirana', 'Shadow Demon']",,"<span class=""team__title-label"">Победа</span>",18 : 19
Team SMG vs Execration,-,1.53(2.50)16.00,-,08 Сентября 12:40 2021,BTS Pro Series Season 8: Southeast Asia,Execration,"['666', 'Ao', 'Tino', 'BDz', 'Rr']",Team SMG,"['MidOne', 'Moon', 'kpii', 'ah fu', 'Roddgeee']","['Nyx Assassin', 'Night Stalker', 'Shadow Demon', 'Sven', 'Tidehunter', 'Tinker', 'Leshrac']","['Silencer', 'Keeper of the Light', 'Grimstroke', 'Clinkz', 'Batrider', 'Templar Assassin', 'Luna']","['Void Spirit', 'Shadow Fiend', 'Lycan', 'Rubick', 'Omniknight']","['Monkey King', 'Lina', 'Bloodseeker', 'Earthshaker', 'Pangolier']",,"<span class=""team__title-label"">Победа</span>",33 : 41
Team SMG vs Execration,-,1.53(2.50)16.00,-,08 Сентября 12:40 2021,BTS Pro Series Season 8: Southeast Asia,Execration,"['Ao', '666', 'Tino', 'BDz', 'Rr']",Team SMG,"['MidOne', 'Moon', 'kpii', 'ah fu', 'Roddgeee']","['Night Stalker', 'Keeper of the Light', 'Storm Spirit', 'Sven', 'Phantom Assassin', 'Puck', 'Doom']","['Omniknight', 'Abaddon', 'Batrider', 'Templar Assassin', 'Clinkz', 'Lina', 'Invoker']","['Queen of Pain', 'Pangolier', 'Bloodseeker', 'Clockwerk', 'Nyx Assassin']","['Monkey King', 'Silencer', 'Lycan', 'Earthshaker', 'Disruptor']",,"<span class=""team__title-label"">Победа</span>",28 : 45
V-Gaming vs qwerty44,1.02-15.20,1.03-10.00,-,08 Сентября 12:20 2021,Dota 2 Champions League 2021 Season 3,V-Gaming,"['MALYW GRUT !', 'Naive-', 'destroyed', 'ArrOw', 'malady']",qwerty44,"['kom4rt', 'USHUSHUSH', 'Airu', 'Petru44o', 'Fezor']","['Omniknight', 'Lina', 'Phantom Lancer', 'Medusa', 'Storm Spirit', 'Templar Assassin', 'Invoker']","['Disruptor', 'Night Stalker', 'Treant Protector', 'Batrider', 'Luna', 'Pudge', 'Abaddon']","['Shadow Fiend', 'Bloodseeker', 'Tidehunter', 'Shadow Demon', 'Vengeful Spirit']","['Morphling', 'Ember Spirit', 'Monkey King', 'Keeper of the Light', 'Pangolier']","<span class=""team__title-label"">Победа</span>",,43 : 48
V-Gaming vs qwerty44,1.02-15.20,1.03-10.00,-,08 Сентября 12:20 2021,Dota 2 Champions League 2021 Season 3,qwerty44,"['kom4rt', 'USHUSHUSH', 'Airu', 'Petru44o', 'Fezor']",V-Gaming,"['MALYW GRUT !', 'Naive-', 'destroyed', 'ArrOw', 'malady']","['Disruptor', 'Shadow Demon', 'Batrider', 'Vengeful Spirit', 'Rubick', 'Luna', 'Clinkz']","['Night Stalker', 'Lina', 'Phantom Lancer', 'Medusa', 'Omniknight', 'Necrophos', 'Viper']","['Drow Ranger', 'Storm Spirit', 'Monkey King', 'Keeper of the Light', 'Pudge']","['Invoker', 'Weaver', 'Bloodseeker', 'Lion', 'Treant Protector']",,"<span class=""team__title-label"">Победа</span>",26 : 48
Thunder Predator vs SG e-sports,1.80-2.03,8.00-1.06,-,07 Сентября 23:20 2021,OGA Dota PIT Invitational,Thunder Predator,"['Mnz', 'Leostyle-', 'Frank', 'MoOz', 'Mjz']",SG e-sports,"['Costabile', '4dr', 'tavo', 'Thiolicor', 'KJ']","['Clinkz', 'Bloodseeker', 'Queen of Pain', 'Storm Spirit', 'Beastmaster', 'Lycan', 'Doom']","['Pangolier', 'Tidehunter', 'Undying', 'Slark', 'Night Stalker', 'Gyrocopter', 'Terrorblade']","['Faceless Void', 'Batrider', 'Vengeful Spirit', 'Tusk', 'Phoenix']","['Sven', 'Invoker', 'Mars', 'Shadow Demon', 'Omniknight']",,"<span class=""team__title-label"">Победа</span>",15 : 26
Thunder Predator vs SG e-sports,1.80-2.03,8.00-1.06,-,07 Сентября 23:20 2021,OGA Dota PIT Invitational,SG e-sports,"['Costabile', '4dr', 'tavo', 'Thiolicor', 'KJ']",Thunder Predator,"['Mnz', 'Leostyle-', 'Frank', 'MoOz', 'Mjz']","['Pangolier', 'Mars', 'Beastmaster', 'Bloodseeker', 'Sven', 'Slark', 'Phantom Lancer']","['Vengeful Spirit', 'Omniknight', 'Storm Spirit', 'Shadow Demon', 'Lycan', 'Tidehunter', 'Sand King']","['Clinkz', 'Invoker', 'Dragon Knight', 'Mirana', 'Faceless Void']","['Gyrocopter', 'Batrider', 'Centaur Warrunner', 'Night Stalker', 'Ancient Apparition']","<span class=""team__title-label"">Победа</span>",,22 : 15
Team Undying vs Team Spirit,2.04-1.79,1.87-1.87,-,07 Сентября 19:30 2021,OGA Dota PIT Invitational,Team Spirit,"['Yatoro', 'TORONTOTOKYO', 'Collapse', 'Miroslaw', 'Miposhka']",Team Undying,"['Timado', 'bryle', 'SabeRLighT-', 'MoonMeander', 'DuBu']","['Keeper of the Light', 'Tidehunter', 'Slark', 'Sven', 'Beastmaster', 'Earthshaker', 'Grimstroke']","['Bane', 'Night Stalker', 'Shadow Demon', 'Invoker', 'Pangolier', 'Mars', 'Elder Titan']","['Faceless Void', 'Clinkz', 'Vengeful Spirit', 'Spirit Breaker', 'Ancient Apparition']","['Monkey King', 'Leshrac', 'Lycan', 'Mirana', 'Omniknight']",,"<span class=""team__title-label"">Победа</span>",10 : 36
Team Undying vs Team Spirit,2.04-1.79,1.87-1.87,-,07 Сентября 19:30 2021,OGA Dota PIT Invitational,Team Undying,"['Timado', 'bryle', 'SabeRLighT-', 'MoonMeander', 'DuBu']",Team Spirit,"['Yatoro', 'TORONTOTOKYO', 'Collapse', 'Miroslaw', 'Miposhka']","['Night Stalker', 'Bane', 'Queen of Pain', 'Slark', 'Lina', 'Phantom Assassin', 'Sven']","['Keeper of the Light', 'Vengeful Spirit', 'Tidehunter', 'Omniknight', 'Sand King', 'Beastmaster', 'Underlord']","['Clinkz', 'Batrider', 'Lycan', 'Disruptor', 'Elder Titan']","['Bloodseeker', 'Storm Spirit', 'Mars', 'Mirana', 'Shadow Demon']",,"<span class=""team__title-label"">Победа</span>",13 : 37
Team Undying vs Team Spirit,2.04-1.79,1.87-1.87,-,07 Сентября 19:30 2021,OGA Dota PIT Invitational,Team Undying,"['Timado', 'bryle', 'SabeRLighT-', 'MoonMeander', 'DuBu']",Team Spirit,"['Yatoro', 'TORONTOTOKYO', 'Collapse', 'Miroslaw', 'Miposhka']","['Vengeful Spirit', 'Night Stalker', 'Clinkz', 'Puck', 'Invoker', 'Beastmaster', 'Faceless Void']","['Omniknight', 'Tidehunter', 'Mirana', 'Monkey King', 'Luna', 'Morphling', 'Juggernaut']","['Sven', 'Storm Spirit', 'Mars', 'Pangolier', 'Bane']","['Gyrocopter', 'Ember Spirit', 'Bloodseeker', 'Rubick', 'Keeper of the Light']",,"<span class=""team__title-label"">Победа</span>",26 : 33
PuckChamp vs qwerty44,1.03-12.66,1.06-8.00,-,07 Сентября 18:10 2021,Dota 2 Champions League 2021 Season 3,qwerty44,"['kom4rt', 'USHUSHUSH', 'Airu', 'Petru44o', 'Fezor']",PuckChamp,"['krylat', 'young G', 'meLes', 'Astral', 'Dukalis']","['Omniknight', 'Lina', 'Sven', 'Gyrocopter', 'Clinkz', 'Lifestealer', 'Luna']","['Invoker', 'Night Stalker', 'Batrider', 'Medusa', 'Phantom Lancer', 'Slark', 'Chaos Knight']","['Bloodseeker', 'Shadow Fiend', 'Pangolier', 'Lion', 'Shadow Demon']","['Monkey King', 'Storm Spirit', 'Mars', 'Keeper of the Light', 'Treant Protector']",,"<span class=""team__title-label"">Победа</span>",23 : 34
PuckChamp vs qwerty44,1.03-12.66,1.06-8.00,-,07 Сентября 18:10 2021,Dota 2 Champions League 2021 Season 3,qwerty44,"['kom4rt', 'USHUSHUSH', 'Airu', 'Petru44o', 'Fezor']",PuckChamp,"['krylat', 'young G', 'meLes', 'Astral', 'Dukalis']","['Keeper of the Light', 'Gyrocopter', 'Sand King', 'Bloodseeker', 'Mars', 'Leshrac', 'Puck']","['Invoker', 'Pangolier', 'Slark', 'Tidehunter', 'Clinkz', 'Undying', 'Phoenix']","['Phantom Lancer', 'Lina', 'Vengeful Spirit', 'Clockwerk', 'Winter Wyvern']","['Sven', 'Ember Spirit', 'Night Stalker', 'Shadow Demon', 'Omniknight']",,"<span class=""team__title-label"">Победа</span>",6 : 28
Motivate.Trust Gaming vs Polaris Esports,1.97-1.78,1.72(2.31)10.00,-,07 Сентября 16:36 2021,BTS Pro Series Season 8: Southeast Asia,Motivate.Trust Gaming,"['เสือเองคร้าบ', 'JaCkky', 'Masaros', 'Q', 'Boombell']",Polaris Esports,"['Natsumi-', 'Mac', 'Nikko', 'Boomy', 'cml']","['Lycan', 'Rubick', 'Nyx Assassin', 'Phantom Lancer', 'Clinkz', 'Void Spirit', 'Invoker']","['Keeper of the Light', 'Lina', 'Sven', 'Pangolier', 'Luna', 'Dark Seer', 'Tidehunter']","['Storm Spirit', 'Gyrocopter', 'Batrider', 'Earth Spirit', 'Omniknight']","['Terrorblade', 'Leshrac', 'Legion Commander', 'Earthshaker', 'Enchantress']","<span class=""team__title-label"">Победа</span>",,28 : 18
Motivate.Trust Gaming vs Polaris Esports,1.97-1.78,1.72(2.31)10.00,-,07 Сентября 16:36 2021,BTS Pro Series Season 8: Southeast Asia,Motivate.Trust Gaming,"['เสือเองคร้าบ', 'JaCkky', 'Masaros', 'Q', 'Boombell']",Polaris Esports,"['Natsumi-', 'Mac', 'Nikko', 'Boomy', 'cml']","['Lycan', 'Nyx Assassin', 'Batrider', 'Lion', 'Clinkz', 'Pudge', 'Bloodseeker']","['Omniknight', 'Keeper of the Light', 'Magnus', 'Lina', 'Winter Wyvern', 'Tidehunter', 'Pangolier']","['Death Prophet', 'Luna', 'Void Spirit', 'Monkey King', 'Bane']","['Gyrocopter', 'Kunkka', 'Vengeful Spirit', 'Leshrac', 'Abaddon']","<span class=""team__title-label"">Победа</span>",,35 : 17
Fnatic vs Tundra Esports,2.92-1.42,3.75-1.25,-,07 Сентября 16:10 2021,OGA Dota PIT Invitational,Tundra Esports,"['Skiter', 'Nine', '33', 'Sneyking', 'FATA-']",Fnatic,"['Raven', 'CHYuan', 'Deth', 'Jabz', 'DJ']","['Clinkz', 'Vengeful Spirit', 'Storm Spirit', 'Phantom Lancer', 'Tidehunter', 'Venomancer', 'Beastmaster']","['Batrider', 'Keeper of the Light', 'Luna', 'Omniknight', 'Templar Assassin', 'Kunkka', 'Leshrac']","['Sven', 'Night Stalker', 'Lycan', 'Shadow Demon', 'Gyrocopter']","['Morphling', 'Void Spirit', 'Chaos Knight', 'Monkey King', 'Bane']","<span class=""team__title-label"">Победа</span>",,21 : 12
Fnatic vs Tundra Esports,2.92-1.42,3.75-1.25,-,07 Сентября 16:10 2021,OGA Dota PIT Invitational,Fnatic,"['Raven', 'CHYuan', 'Deth', 'Jabz', 'DJ']",Tundra Esports,"['Skiter', 'Nine', '33', 'Sneyking', 'FATA-']","['Batrider', 'Keeper of the Light', 'Lycan', 'Beastmaster', 'Brewmaster', 'Mirana', 'Lina']","['Vengeful Spirit', 'Clinkz', 'Storm Spirit', 'Sven', 'Slark', 'Tinker', 'Pugna']","['Luna', 'Zeus', 'Night Stalker', 'Shadow Demon', 'Pangolier']","['Terrorblade', 'Earth Spirit', 'Tidehunter', 'Monkey King', 'Gyrocopter']","<span class=""team__title-label"">Победа</span>",,36 : 9
Fnatic vs Tundra Esports,2.92-1.42,3.75-1.25,-,07 Сентября 16:10 2021,OGA Dota PIT Invitational,Fnatic,"['Raven', 'CHYuan', 'Deth', 'Jabz', 'DJ']",Tundra Esports,"['Skiter', 'Nine', '33', 'Sneyking', 'FATA-']","['Batrider', 'Shadow Demon', 'Tidehunter', 'Beastmaster', 'Luna', 'Medusa', 'Clinkz']","['Vengeful Spirit', 'Monkey King', 'Storm Spirit', 'Bloodseeker', 'Void Spirit', 'Mars', 'Axe']","['Sven', 'Lina', 'Doom', 'Phoenix', 'Omniknight']","['Faceless Void', 'Leshrac', 'Night Stalker', 'Keeper of the Light', 'Bane']",,"<span class=""team__title-label"">Победа</span>",16 : 33
BOOM Esports vs Yangon Galacticos,1.51-2.61,1.62(2.50)10.50,-,07 Сентября 14:30 2021,BTS Pro Series Season 8: Southeast Asia,BOOM Esports,"['Palos', 'Yopaj', 'Fbz', 'skem', 'PlayHard']",Yangon Galacticos,"['HAW', 'Young PH', 'LuN', 'Skill Lay', 'Zawrain']","['Clinkz', 'Vengeful Spirit', 'Mars', 'Kunkka', 'Ember Spirit', 'Batrider', 'Snapfire']","['Keeper of the Light', 'Pangolier', 'Doom', 'Puck', 'Night Stalker', 'Lina', 'Leshrac']","['Gyrocopter', 'Invoker', 'Beastmaster', 'Io', 'Lion']","['Morphling', 'Tiny', 'Abaddon', 'Grimstroke', 'Brewmaster']","<span class=""team__title-label"">Победа</span>",,23 : 7
BOOM Esports vs Yangon Galacticos,1.51-2.61,1.62(2.50)10.50,-,07 Сентября 14:30 2021,BTS Pro Series Season 8: Southeast Asia,BOOM Esports,"['Palos', 'Yopaj', 'Fbz', 'skem', 'PlayHard']",Yangon Galacticos,"['HAW', 'Young PH', 'LuN', 'Skill Lay', 'Zawrain']","['Clinkz', 'Vengeful Spirit', 'Templar Assassin', 'Mars', 'Phoenix', 'Lina', 'Batrider']","['Keeper of the Light', 'Night Stalker', 'Beastmaster', 'Nyx Assassin', 'Lifestealer', 'Viper', 'Doom']","['Sven', 'Invoker', 'Outworld Destroyer', 'Io', 'Pangolier']","['Faceless Void', 'Void Spirit', 'Winter Wyvern', 'Earthshaker', 'Leshrac']","<span class=""team__title-label"">Победа</span>",,38 : 15
B8 vs Team Empire,3.80-1.24,7.00-1.08,-,07 Сентября 13:10 2021,Dota 2 Champions League 2021 Season 3,Team Empire,"['Shachlo', 'Smiling Knight', 'Lorenof', 'sayuw', 'VANSKOR']",B8,"['watson', 'Dendi', 'Limitless', 'TSA', 'Gatciy']","['Beastmaster', 'Shadow Demon', 'Undying', 'Elder Titan', 'Viper', 'Invoker', 'Queen of Pain']","['Lina', 'Omniknight', 'Batrider', 'Storm Spirit', 'Slark', 'Ember Spirit', 'Leshrac']","['Tidehunter', 'Medusa', 'Razor', 'Mirana', 'Bane']","['Sven', 'Void Spirit', 'Night Stalker', 'Keeper of the Light', 'Disruptor']","<span class=""team__title-label"">Победа</span>",,19 : 2
B8 vs Team Empire,3.80-1.24,7.00-1.08,-,07 Сентября 13:10 2021,Dota 2 Champions League 2021 Season 3,Team Empire,"['Shachlo', 'Smiling Knight', 'Lorenof', 'sayuw', 'VANSKOR']",B8,"['watson', 'Dendi', 'Limitless', 'TSA', 'Gatciy']","['Beastmaster', 'Night Stalker', 'Elder Titan', 'Undying', 'Treant Protector', 'Mars', 'Sand King']","['Omniknight', 'Keeper of the Light', 'Sven', 'Batrider', 'Medusa', 'Ember Spirit', 'Lina']","['Bloodseeker', 'Slark', 'Windranger', 'Shadow Demon', 'Disruptor']","['Clinkz', 'Queen of Pain', 'Viper', 'Earth Spirit', 'Vengeful Spirit']","<span class=""team__title-label"">Победа</span>",,38 : 25
PSG.LGD vs T1,1.54-2.50,1.25-3.75,-,07 Сентября 13:10 2021,OGA Dota PIT Invitational,T1,"['23savage', 'Karl', 'Kuku', 'Xepher', 'Whitemon']",PSG.LGD,"['Ame', 'xiao8', 'Faith_bian', 'XinQ', 'y`']","['Io', 'Clinkz', 'Viper', 'Vengeful Spirit', 'Night Stalker', 'Anti-Mage', 'Medusa']","['Batrider', 'Void Spirit', 'Faceless Void', 'Beastmaster', 'Venomancer', 'Sand King', 'Bloodseeker']","['Sven', 'Leshrac', 'Mars', 'Shadow Demon', 'Omniknight']","['Monkey King', 'Spirit Breaker', 'Necrophos', 'Tinker', 'Silencer']","<span class=""team__title-label"">Победа</span>",,34 : 25
PSG.LGD vs T1,1.54-2.50,1.25-3.75,-,07 Сентября 13:10 2021,OGA Dota PIT Invitational,PSG.LGD,"['Ame', 'xiao8', 'Faith_bian', 'XinQ', 'y`']",T1,"['23savage', 'Karl', 'Kuku', 'Xepher', 'Whitemon']","['Shadow Demon', 'Keeper of the Light', 'Queen of Pain', 'Invoker', 'Pangolier', 'Tidehunter', 'Magnus']","['Io', 'Vengeful Spirit', 'Night Stalker', 'Silencer', 'Bane', 'Clockwerk', 'Faceless Void']","['Spectre', 'Batrider', ""Nature's Prophet"", 'Monkey King', 'Elder Titan']","['Clinkz', 'Lina', 'Mars', 'Lion', 'Omniknight']","<span class=""team__title-label"">Победа</span>",,44 : 14
PSG.LGD vs T1,1.54-2.50,1.25-3.75,-,07 Сентября 13:10 2021,OGA Dota PIT Invitational,T1,"['23savage', 'Karl', 'Kuku', 'Xepher', 'Whitemon']",PSG.LGD,"['Ame', 'xiao8', 'Faith_bian', 'XinQ', 'y`']","['Io', 'Clinkz', 'Phantom Lancer', 'Terrorblade', 'Doom', 'Lycan', 'Beastmaster']","['Shadow Demon', 'Batrider', 'Medusa', 'Treant Protector', 'Omniknight', 'Viper', 'Phoenix']","['Faceless Void', 'Leshrac', 'Night Stalker', 'Vengeful Spirit', 'Warlock']","['Monkey King', 'Lina', 'Tidehunter', 'Elder Titan', 'Bane']",,"<span class=""team__title-label"">Победа</span>",18 : 36
Execration vs OB Esports x Neon,-,11.00(2.25)1.75,-,07 Сентября 12:10 2021,BTS Pro Series Season 8: Southeast Asia,Execration,"['666', 'Ao', 'Tino', 'BDz', 'Rr']",OB Esports x Neon,"['458', 'Mikoto', 'X1aOyU', 'Hustla', 'Jaunuel']","['Nyx Assassin', 'Lina', 'Storm Spirit', 'Clockwerk', 'Faceless Void', 'Weaver', 'Phantom Lancer']","['Lycan', 'Omniknight', 'Bounty Hunter', 'Vengeful Spirit', 'Bloodseeker', 'Templar Assassin', 'Batrider']","['Keeper of the Light', 'Ember Spirit', 'Slark', 'Pangolier', 'Shadow Demon']","['Anti-Mage', 'Puck', 'Night Stalker', 'Mirana', 'Bane']",,"<span class=""team__title-label"">Победа</span>",16 : 40
Execration vs OB Esports x Neon,-,11.00(2.25)1.75,-,07 Сентября 12:10 2021,BTS Pro Series Season 8: Southeast Asia,Execration,"['Ao', '666', 'Tino', 'BDz', 'Rr']",OB Esports x Neon,"['458', 'Mikoto', 'X1aOyU', 'Hustla', 'Jaunuel']","['Lina', 'Nyx Assassin', 'Bloodseeker', 'Batrider', 'Timbersaw', 'Weaver', 'Anti-Mage']","['Lycan', 'Omniknight', 'Puck', 'Storm Spirit', 'Templar Assassin', 'Kunkka', 'Shadow Fiend']","['Void Spirit', 'Night Stalker', 'Phantom Lancer', 'Snapfire', 'Pangolier']","['Slark', 'Ember Spirit', 'Vengeful Spirit', 'Keeper of the Light', 'Undying']","<span class=""team__title-label"">Победа</span>",,36 : 35
Team SMG vs Army Geniuses,1.72-2.14,1.65(2.45)10.50,-,07 Сентября 10:10 2021,BTS Pro Series Season 8: Southeast Asia,Army Geniuses,"['►懒惰之神♂', 'ridiculous', 'stan mygirl', 'Mamang Daya', 'you_K']",Team SMG,"['MidOne', 'Moon', 'kpii', 'ah fu', 'Roddgeee']","['Omniknight', 'Abaddon', 'Lifestealer', 'Juggernaut', 'Ember Spirit', 'Sven', 'Tidehunter']","['Mirana', 'Nyx Assassin', 'Bane', 'Phantom Lancer', 'Storm Spirit', 'Batrider', 'Templar Assassin']","['Lycan', 'Mars', 'Phoenix', 'Void Spirit', 'Grimstroke']","['Monkey King', 'Keeper of the Light', 'Vengeful Spirit', 'Alchemist', 'Invoker']",,"<span class=""team__title-label"">Победа</span>",24 : 33
Team SMG vs Army Geniuses,1.72-2.14,1.65(2.45)10.50,-,07 Сентября 10:10 2021,BTS Pro Series Season 8: Southeast Asia,Army Geniuses,"['ridiculous', '►懒惰之神♂', 'stan mygirl', 'Mamang Daya', 'you_K']",Team SMG,"['MidOne', 'Moon', 'kpii', 'ah fu', 'Roddgeee']","['Abaddon', 'Omniknight', 'Monkey King', 'Lifestealer', 'Batrider', 'Slark', 'Medusa']","['Keeper of the Light', 'Bane', 'Phantom Lancer', 'Puck', 'Ancient Apparition', 'Bloodseeker', 'Mars']","['Kunkka', 'Sven', 'Mirana', 'Ember Spirit', 'Silencer']","['Troll Warlord', 'Void Spirit', 'Vengeful Spirit', 'Alchemist', 'Undying']","<span class=""team__title-label"">Победа</span>",,51 : 21
Tundra Esports vs SG e-sports,1.19-4.81,1.02-11.00,-,06 Сентября 23:10 2021,OGA Dota PIT Invitational,SG e-sports,"['Costabile', '4dr', 'tavo', 'Thiolicor', 'KJ']",Tundra Esports,"['Skiter', 'Nine', '33', 'Sneyking', 'FATA-']","['Night Stalker', 'Keeper of the Light', 'Undying', 'Tidehunter', 'Slark', 'Lifestealer', 'Medusa']","['Chen', 'Io', 'Storm Spirit', 'Queen of Pain', 'Vengeful Spirit', 'Lion', 'Grimstroke']","['Sven', 'Void Spirit', 'Bloodseeker', 'Windranger', 'Omniknight']","['Faceless Void', 'Batrider', 'Beastmaster', 'Shadow Demon', 'Pangolier']",,"<span class=""team__title-label"">Победа</span>",3 : 29
Tundra Esports vs SG e-sports,1.19-4.81,1.02-11.00,-,06 Сентября 23:10 2021,OGA Dota PIT Invitational,Tundra Esports,"['Skiter', 'Nine', '33', 'Sneyking', 'FATA-']",SG e-sports,"['Costabile', '4dr', 'tavo', 'Thiolicor', 'KJ']","['Chen', 'Io', 'Bloodseeker', 'Queen of Pain', 'Storm Spirit', 'Lion', 'Puck']","['Keeper of the Light', 'Night Stalker', 'Lycan', 'Slark', 'Monkey King', 'Sand King', 'Mars']","['Luna', 'Batrider', 'Brewmaster', 'Shadow Demon', 'Pangolier']","['Weaver', 'Clinkz', 'Vengeful Spirit', 'Nyx Assassin', 'Tidehunter']","<span class=""team__title-label"">Победа</span>",,32 : 11
Nemiga Gaming vs B8,1.41-2.78,1.35-3.05,-,06 Сентября 21:20 2021,Dota 2 Champions League 2021 Season 3,B8,"['watson', 'Dendi', 'Limitless', 'TSA', 'Gatciy']",Nemiga Gaming,"['Капец)', 'Kiritych', 'TheChosenOne', 'Haaven', 'Lodine']","['Omniknight', 'Lina', 'Bloodseeker', 'Batrider', 'Sven', 'Mars', 'Phantom Lancer']","['Beastmaster', 'Keeper of the Light', 'Queen of Pain', 'Viper', 'Ember Spirit', 'Leshrac', 'Death Prophet']","['Clinkz', 'Storm Spirit', 'Night Stalker', 'Shadow Demon', 'Undying']","['Pangolier', 'Phantom Assassin', 'Monkey King', 'Phoenix', 'Nyx Assassin']","<span class=""team__title-label"">Победа</span>",,34 : 6
