,match,pinnacle,parimatch,ggbet,date,tournament,team left,players_left,team right,players_right,ban_left,ban_right,pick_left_team,pick_right_team,result_left_team,result_right_team,score
78,Invictus Gaming vs Sparking Arrow Gaming,1.48-2.68,-,1.41-2.81,15 Июля 14:05 2020,DPL-CDA Professional League Season 2,Sparking Arrow Gaming,"['Op', 'God-King', 'Setsu', 'September', 'RedPanda']",Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']","['Mirana', 'Shadow Demon', 'Outworld Destroyer', 'Beastmaster', 'Clinkz', 'Viper', 'Kunkka']","['Queen of Pain', 'Vengeful Spirit', 'Tusk', 'Invoker', 'Batrider', 'Templar Assassin', 'Puck']","['Slardar', 'Faceless Void', 'Void Spirit', 'Phoenix', 'Clockwerk']","['Weaver', 'Anti-Mage', ""Nature's Prophet"", 'Shadow Shaman', 'Ogre Magi']","<span class=""team__title-label"">Победа</span>",,28 : 6
79,TNC Predator vs Geek Fam,2.00-1.82,-,1.92-1.82,15 Июля 13:40 2020,ONE Esports Dota 2 SEA League,TNC Predator,"['March', 'Gabbi', 'Armel', 'kpii', 'Tims']",Geek Fam,"['Raven', 'Karl', 'Kuku', 'Xepher', 'Whitemon']","['Queen of Pain', 'Batrider', 'Spectre', 'Grimstroke', 'Snapfire', 'Venomancer', 'Puck']","['Io', 'Mirana', 'Necrophos', 'Terrorblade', 'Vengeful Spirit', 'Razor', 'Tiny']","['Phoenix', 'Morphling', ""Nature's Prophet"", 'Ogre Magi', 'Pangolier']","['Troll Warlord', 'Ember Spirit', 'Ancient Apparition', 'Doom', 'Oracle']","<span class=""team__title-label"">Победа</span>",,35 : 22
80,TNC Predator vs Geek Fam,2.00-1.82,-,1.92-1.82,15 Июля 13:40 2020,ONE Esports Dota 2 SEA League,Geek Fam,"['Raven', 'Karl', 'Kuku', 'Xepher', 'Whitemon']",TNC Predator,"['March', 'Gabbi', 'Armel', 'kpii', 'Tims']","['Doom', 'Ogre Magi', 'Io', 'Terrorblade', 'Spectre', 'Timbersaw', 'Kunkka']","['Batrider', 'Queen of Pain', 'Riki', 'Ursa', 'Morphling', 'Alchemist', 'Anti-Mage']","['Lifestealer', 'Tiny', 'Ember Spirit', 'Grimstroke', ""Nature's Prophet""]","['Jakiro', 'Naga Siren', 'Earth Spirit', 'Void Spirit', 'Mirana']",,"<span class=""team__title-label"">Победа</span>",21 : 36
81,Team Aster vs Sparking Arrow Gaming,1.97-1.85,-,1.88-1.88,15 Июля 11:12 2020,DPL-CDA Professional League Season 2,Team Aster,"['Sccc', 'CHYuan', 'Xxs', 'Fade', 'Borax']",Sparking Arrow Gaming,"['Op', 'God-King', 'Setsu', 'September', 'RedPanda']","['Vengeful Spirit', 'Queen of Pain', 'Zeus', 'Pugna', 'Phantom Lancer', 'Batrider', 'Timbersaw']","['Earthshaker', ""Nature's Prophet"", 'Oracle', 'Kunkka', 'Beastmaster', 'Templar Assassin', 'Broodmother']","['Terrorblade', 'Void Spirit', 'Legion Commander', 'Shadow Demon', 'Ancient Apparition']","['Tusk', 'Morphling', 'Invoker', 'Phoenix', 'Faceless Void']","<span class=""team__title-label"">Победа</span>",,24 : 22
82,Team Aster vs Sparking Arrow Gaming,1.97-1.85,-,1.88-1.88,15 Июля 11:12 2020,DPL-CDA Professional League Season 2,Sparking Arrow Gaming,"['Op', 'God-King', 'Setsu', 'September', 'RedPanda']",Team Aster,"['Sccc', 'CHYuan', 'Xxs', 'Fade', 'Borax']","['Earthshaker', 'Void Spirit', ""Nature's Prophet"", 'Batrider', 'Lich', 'Kunkka', 'Timbersaw']","['Vengeful Spirit', 'Queen of Pain', 'Terrorblade', 'Faceless Void', 'Slardar', 'Templar Assassin', 'Ursa']","['Lycan', 'Riki', 'Tiny', 'Phoenix', 'Clockwerk']","['Anti-Mage', 'Mars', 'Tidehunter', 'Mirana', 'Shadow Demon']",,"<span class=""team__title-label"">Победа</span>",14 : 25
83,Fnatic vs OB Esports x Neon,1.33-3.41,-,1.39-2.85,15 Июля 09:20 2020,ONE Esports Dota 2 SEA League,OB Esports x Neon,"['skem', 'Yopaj', 'Rapy', 'PlayHard', 'Jaunuel']",Fnatic,"['23savage', 'Moon', 'iceiceice', 'Jabz', 'DJ']","['Morphling', 'Timbersaw', 'Treant Protector', 'Doom', 'Clockwerk', 'Tidehunter', 'Underlord']","[""Nature's Prophet"", 'Tiny', 'Slark', 'Ursa', 'Troll Warlord', 'Bloodseeker', 'Weaver']","['Faceless Void', 'Ember Spirit', 'Venomancer', 'Pangolier', 'Jakiro']","['Spectre', 'Batrider', 'Necrophos', 'Grimstroke', 'Void Spirit']","<span class=""team__title-label"">Победа</span>",,36 : 12
84,Fnatic vs OB Esports x Neon,1.33-3.41,-,1.39-2.85,15 Июля 09:20 2020,ONE Esports Dota 2 SEA League,Fnatic,"['23savage', 'Moon', 'iceiceice', 'Jabz', 'DJ']",OB Esports x Neon,"['skem', 'Yopaj', 'Rapy', 'PlayHard', 'Jaunuel']","[""Nature's Prophet"", 'Tiny', 'Ursa', 'Troll Warlord', 'Bloodseeker', 'Oracle', 'Vengeful Spirit']","['Morphling', 'Timbersaw', 'Doom', 'Treant Protector', 'Clockwerk', 'Alchemist', 'Anti-Mage']","['Phantom Lancer', 'Ember Spirit', 'Abaddon', 'Grimstroke', 'Rubick']","['Terrorblade', 'Queen of Pain', 'Venomancer', 'Pangolier', 'Witch Doctor']","<span class=""team__title-label"">Победа</span>",,30 : 29
85,Fnatic vs OB Esports x Neon,1.33-3.41,-,1.39-2.85,15 Июля 09:20 2020,ONE Esports Dota 2 SEA League,OB Esports x Neon,"['skem', 'Yopaj', 'Rapy', 'PlayHard', 'Jaunuel']",Fnatic,"['23savage', 'Moon', 'iceiceice', 'Jabz', 'DJ']","['Morphling', 'Timbersaw', 'Treant Protector', 'Phantom Lancer', 'Viper', 'Underlord', 'Tidehunter']","['Venomancer', ""Nature's Prophet"", 'Bloodseeker', 'Queen of Pain', 'Batrider', 'Ursa', 'Troll Warlord']","['Riki', 'Ember Spirit', 'Pugna', 'Pangolier', 'Grimstroke']","['Anti-Mage', 'Tiny', 'Phoenix', 'Lich', 'Puck']",,"<span class=""team__title-label"">Победа</span>",37 : 25
86,Invictus Gaming vs Royal Never Give Up,1.87-1.95,-,1.86-1.88,14 Июля 14:06 2020,DPL-CDA Professional League Season 2,Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']",Royal Never Give Up,"['Monet', 'White丶Album_白学家', 'Flyby', 'FelixCiaoBa', 'Super']","['Queen of Pain', 'Earthshaker', 'Faceless Void', 'Dragon Knight', 'Puck', 'Kunkka', 'Lina']","['Mirana', 'Clockwerk', 'Medusa', 'Morphling', 'Void Spirit', 'Templar Assassin', 'Outworld Destroyer']","['Weaver', 'Invoker', 'Mars', 'Rubick', 'Vengeful Spirit']","['Spectre', 'Tiny', 'Centaur Warrunner', 'Phoenix', 'Shadow Demon']","<span class=""team__title-label"">Победа</span>",,31 : 16
87,Invictus Gaming vs Royal Never Give Up,1.87-1.95,-,1.86-1.88,14 Июля 14:06 2020,DPL-CDA Professional League Season 2,Royal Never Give Up,"['Monet', 'White丶Album_白学家', 'Flyby', 'FelixCiaoBa', 'Super']",Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']","['Clockwerk', 'Vengeful Spirit', 'Morphling', 'Void Spirit', 'Terrorblade', 'Kunkka', 'Puck']","['Earthshaker', 'Queen of Pain', 'Slark', 'Ursa', 'Beastmaster', 'Faceless Void', 'Troll Warlord']","['Luna', 'Lina', 'Centaur Warrunner', 'Phoenix', 'Treant Protector']","['Anti-Mage', 'Shadow Demon', 'Tidehunter', 'Mirana', 'Lich']",,"<span class=""team__title-label"">Победа</span>",11 : 23
88,Thunder Predator vs Infamous Gaming,1.55-2.35,-,1.46(2.48)10.60,13 Июля 03:26 2020,The Great American Rivalry Division 1 Season 1,Infamous Gaming,"['Papita', 'pakazs', 'Kxy', 'Michael', 'Accel']",Thunder Predator,"['Mnz', 'Leostyle-', 'Frank', 'Matthew', 'Mjz']","['Beastmaster', 'Ember Spirit', 'Dazzle', 'Tusk', 'Earthshaker', 'Batrider', 'Death Prophet']","['Queen of Pain', 'Void Spirit', 'Spectre', 'Kunkka', 'Timbersaw', 'Invoker', 'Venomancer']","['Necrophos', 'Troll Warlord', 'Legion Commander', 'Rubick', 'Enchantress']","['Ursa', 'Lina', ""Nature's Prophet"", 'Earth Spirit', 'Jakiro']",,"<span class=""team__title-label"">Победа</span>",28 : 22
89,Thunder Predator vs Infamous Gaming,1.55-2.35,-,1.46(2.48)10.60,13 Июля 03:26 2020,The Great American Rivalry Division 1 Season 1,Infamous Gaming,"['Papita', 'pakazs', 'Kxy', 'Michael', 'Accel']",Thunder Predator,"['Mnz', 'Leostyle-', 'Frank', 'Matthew', 'Mjz']","['Ember Spirit', 'Void Spirit', 'Viper', 'Spectre', 'Slark', 'Tusk', 'Clockwerk']","['Necrophos', 'Rubick', 'Beastmaster', 'Timbersaw', 'Batrider', 'Puck', 'Queen of Pain']","['Mars', 'Ursa', ""Nature's Prophet"", 'Windranger', 'Winter Wyvern']","['Riki', 'Storm Spirit', 'Centaur Warrunner', 'Lina', 'Jakiro']",,"<span class=""team__title-label"">Победа</span>",36 : 51
90,Midas Club vs beastcoast,1.99-1.76,-,7.41(1.35)1.79,13 Июля 01:17 2020,The Great American Rivalry Division 1 Season 1,Midas Club,"['21 21 21', 'Sexyfat', 'Hyko', 'RdO-', 'Duster']",beastcoast,"['K1', 'Chris Luck', 'Wisper', 'Scofield', 'MoOz']","['Batrider', 'Spectre', 'Tusk', 'Ember Spirit', 'Legion Commander', 'Shadow Fiend', 'Timbersaw']","['Sand King', 'Winter Wyvern', 'Necrophos', 'Anti-Mage', 'Void Spirit', 'Jakiro', 'Lycan']","['Kunkka', 'Beastmaster', 'Mirana', ""Nature's Prophet"", 'Disruptor']","['Ursa', 'Queen of Pain', 'Tidehunter', 'Clockwerk', 'Bane']",,"<span class=""team__title-label"">Победа</span>",31 : 32
91,Midas Club vs beastcoast,1.99-1.76,-,7.41(1.35)1.79,13 Июля 01:17 2020,The Great American Rivalry Division 1 Season 1,Midas Club,"['21 21 21', 'Sexyfat', 'Hyko', 'RdO-', 'Duster']",beastcoast,"['K1', 'Chris Luck', 'Wisper', 'MoOz', 'Scofield']","['Batrider', 'Ursa', 'Kunkka', 'Puck', 'Viper', 'Tidehunter', 'Bristleback']","['Sand King', 'Winter Wyvern', 'Enchantress', 'Necrophos', 'Timbersaw', 'Anti-Mage', 'Lifestealer']","['Queen of Pain', 'Underlord', 'Lina', ""Nature's Prophet"", 'Earthshaker']","['Spectre', 'Legion Commander', 'Phoenix', 'Mirana', 'Elder Titan']",,"<span class=""team__title-label"">Победа</span>",39 : 39
92,4 Zoomers vs CR4ZY,2.80-1.40,-,2.41(1.01)4.18,12 Июля 23:13 2020,The Great American Rivalry Division 1 Season 1,CR4ZY,"['hFn', 'bryle', 'KheZu', 'MoonMeander', 'Aui_2000']",4 Zoomers,"['Sammyboy', 'Gunnar', 'monkeys-forever', 'Oceania', 'Husky']","['Void Spirit', ""Nature's Prophet"", 'Kunkka', 'Ember Spirit', 'Storm Spirit', 'Timbersaw', 'Ancient Apparition']","['Earthshaker', 'Queen of Pain', 'Viper', 'Necrophos', 'Death Prophet', 'Dragon Knight', 'Pangolier']","['Alchemist', 'Tiny', 'Phoenix', 'Clockwerk', 'Oracle']","['Spectre', 'Bristleback', 'Batrider', 'Earth Spirit', 'Mirana']",,"<span class=""team__title-label"">Победа</span>",13 : 32
93,4 Zoomers vs CR4ZY,2.80-1.40,-,2.41(1.01)4.18,12 Июля 23:13 2020,The Great American Rivalry Division 1 Season 1,CR4ZY,"['hFn', 'bryle', 'KheZu', 'MoonMeander', 'Aui_2000']",4 Zoomers,"['Sammyboy', 'Gunnar', 'monkeys-forever', 'Oceania', 'Husky']","['Batrider', 'Spectre', 'Ember Spirit', 'Sand King', 'Kunkka', 'Naga Siren', 'Morphling']","['Earthshaker', 'Queen of Pain', 'Snapfire', ""Nature's Prophet"", 'Mirana', 'Death Prophet', 'Dragon Knight']","['Terrorblade', 'Void Spirit', 'Beastmaster', 'Lina', 'Ogre Magi']","['Drow Ranger', 'Storm Spirit', 'Vengeful Spirit', 'Phoenix', 'Elder Titan']","<span class=""team__title-label"">Победа</span>",,33 : 9
94,Vira Lata Caramelo vs Midas Club,-,-,7.74(10.09)1.57,12 Июля 21:08 2020,The Great American Rivalry Division 1 Season 1,Midas Club,"['21 21 21', 'Sexyfat', 'RdO-', 'Hyko', 'Duster']",Vira Lata Caramelo,"['Arms', 'the demons told me', 'H1j4ck', 'Kaffurtado', 'Patati']","['Earthshaker', 'Beastmaster', 'Legion Commander', 'Ursa', 'Spectre', 'Necrophos', 'Tiny']","[""Nature's Prophet"", 'Winter Wyvern', 'Mars', 'Enchantress', 'Slark', 'Anti-Mage', 'Abaddon']","['Kunkka', 'Sand King', 'Gyrocopter', 'Mirana', 'Bane']","['Phantom Lancer', 'Ember Spirit', 'Centaur Warrunner', 'Queen of Pain', 'Jakiro']","<span class=""team__title-label"">Победа</span>",,31 : 6
95,Vira Lata Caramelo vs Midas Club,-,-,7.74(10.09)1.57,12 Июля 21:08 2020,The Great American Rivalry Division 1 Season 1,Vira Lata Caramelo,"['Arms', 'the demons told me', 'H1j4ck', 'Kaffurtado', 'Patati']",Midas Club,"['21 21 21', 'Sexyfat', 'Hyko', 'RdO-', 'Duster']","[""Nature's Prophet"", 'Kunkka', 'Ursa', 'Mars', 'Troll Warlord', 'Puck', 'Viper']","['Earthshaker', 'Beastmaster', 'Witch Doctor', 'Batrider', 'Spectre', 'Necrophos', 'Tiny']","['Slark', 'Queen of Pain', 'Legion Commander', 'Rubick', 'Jakiro']","['Void Spirit', 'Sand King', 'Mirana', 'Lone Druid', 'Winter Wyvern']",,"<span class=""team__title-label"">Победа</span>",19 : 39
96,T1 vs TNC Predator,1.58-2.41,-,4.69(1.05)2.14,12 Июля 11:28 2020,ONE Esports Dota 2 SEA League,TNC Predator,"['March', 'Gabbi', 'Armel', 'kpii', 'Tims']",T1,"['FoREv', 'inYourdreaM', 'Meracle', 'Poloson', 'Jhocam']","['Lone Druid', ""Nature's Prophet"", 'Ursa', 'Morphling', 'Wraith King', 'Puck', 'Lina']","['Io', 'Batrider', 'Phantom Lancer', 'Troll Warlord', 'Slark', 'Naga Siren', 'Phantom Assassin']","['Ogre Magi', 'Mirana', 'Doom', 'Pangolier', 'Queen of Pain']","['Mars', 'Void Spirit', 'Terrorblade', 'Clockwerk', 'Phoenix']","<span class=""team__title-label"">Победа</span>",,35 : 25
97,T1 vs TNC Predator,1.58-2.41,-,4.69(1.05)2.14,12 Июля 11:28 2020,ONE Esports Dota 2 SEA League,TNC Predator,"['March', 'Gabbi', 'Armel', 'kpii', 'Tims']",T1,"['FoREv', 'inYourdreaM', 'Meracle', 'Poloson', 'Jhocam']","['Lone Druid', 'Batrider', 'Timbersaw', 'Kunkka', 'Rubick', 'Puck', 'Void Spirit']","['Doom', 'Io', 'Legion Commander', 'Necrophos', 'Venomancer', 'Clockwerk', 'Earth Spirit']","[""Nature's Prophet"", 'Morphling', 'Tiny', 'Ogre Magi', 'Viper']","['Pangolier', 'Spectre', 'Broodmother', 'Winter Wyvern', 'Earthshaker']",,"<span class=""team__title-label"">Победа</span>",9 : 37
98,Royal Never Give Up vs Team Sirius,1.19-4.93,-,1.19-4.37,12 Июля 11:06 2020,DPL-CDA Professional League Season 2,Team Sirius,"['old chicken', '天命', 'Kamma', 'dolem', 'XCJ']",Royal Never Give Up,"['Monet', 'White丶Album_白学家', 'Flyby', 'FelixCiaoBa', 'Super']","['Vengeful Spirit', 'Queen of Pain', 'Lina', 'Mars', 'Morphling', 'Medusa', 'Arc Warden']","['Viper', ""Nature's Prophet"", 'Anti-Mage', 'Faceless Void', 'Tidehunter', 'Centaur Warrunner', 'Templar Assassin']","['Void Spirit', 'Snapfire', 'Terrorblade', 'Visage', 'Treant Protector']","['Spectre', 'Zeus', 'Brewmaster', 'Phoenix', 'Clockwerk']","<span class=""team__title-label"">Победа</span>",,35 : 27
99,Royal Never Give Up vs Team Sirius,1.19-4.93,-,1.19-4.37,12 Июля 11:06 2020,DPL-CDA Professional League Season 2,Royal Never Give Up,"['Monet', 'White丶Album_白学家', 'Flyby', 'FelixCiaoBa', 'Super']",Team Sirius,"['天命', 'old chicken', 'Kamma', 'dolem', 'XCJ']","['Clockwerk', 'Visage', 'Dragon Knight', 'Viper', 'Puck', 'Tidehunter', 'Underlord']","['Vengeful Spirit', 'Phoenix', 'Rubick', 'Faceless Void', 'Terrorblade', 'Jakiro', 'Disruptor']","['Naga Siren', 'Queen of Pain', 'Centaur Warrunner', 'Earthshaker', 'Elder Titan']","['Nyx Assassin', 'Anti-Mage', ""Nature's Prophet"", 'Necrophos', 'Bane']","<span class=""team__title-label"">Победа</span>",,29 : 10
100,Royal Never Give Up vs Team Sirius,1.19-4.93,-,1.19-4.37,12 Июля 11:06 2020,DPL-CDA Professional League Season 2,Royal Never Give Up,"['Monet', 'White丶Album_白学家', 'Flyby', 'FelixCiaoBa', 'Super']",Team Sirius,"['old chicken', '天命', 'Kamma', 'dolem', 'XCJ']","['Clockwerk', 'Treant Protector', 'Visage', 'Rubick', 'Dragon Knight', 'Axe', 'Faceless Void']","['Vengeful Spirit', 'Queen of Pain', 'Naga Siren', 'Terrorblade', 'Lina', 'Broodmother', 'Templar Assassin']","['Weaver', 'Puck', 'Doom', 'Earthshaker', 'Bane']","['Death Prophet', 'Tusk', 'Spectre', ""Nature's Prophet"", 'Phoenix']","<span class=""team__title-label"">Победа</span>",,26 : 19
101,Reality Rift vs Adroit Esports,-,-,5.13(1.40)2.41,12 Июля 09:10 2020,ONE Esports Dota 2 SEA League,Reality Rift,"['Drew', 'AlaCrity', 'kYxY', 'Hustla', 'NutZ']",Adroit Esports,"['Natsumi-', 'Mac', 'Bok', 'cml', 'Boomy']","['Terrorblade', 'Batrider', 'Troll Warlord', 'Anti-Mage', 'Medusa', 'Phantom Lancer', 'Riki']","['Timbersaw', 'Io', 'Spectre', 'Slark', 'Faceless Void', 'Templar Assassin', 'Queen of Pain']","['Ursa', 'Void Spirit', 'Brewmaster', 'Snapfire', 'Bane']","['Magnus', 'Shadow Fiend', ""Nature's Prophet"", 'Vengeful Spirit', 'Tiny']",,"<span class=""team__title-label"">Победа</span>",9 : 32
102,Reality Rift vs Adroit Esports,-,-,5.13(1.40)2.41,12 Июля 09:10 2020,ONE Esports Dota 2 SEA League,Reality Rift,"['Drew', 'AlaCrity', 'kYxY', 'Hustla', 'NutZ']",Adroit Esports,"['Natsumi-', 'Mac', 'Bok', 'cml', 'Boomy']","['Terrorblade', 'Magnus', 'Medusa', 'Luna', 'Shadow Fiend', 'Alchemist', 'Troll Warlord']","['Timbersaw', 'Io', 'Phantom Lancer', 'Batrider', 'Morphling', 'Tidehunter', 'Necrophos']","['Spectre', 'Queen of Pain', 'Legion Commander', 'Earth Spirit', 'Jakiro']","['Ember Spirit', 'Templar Assassin', ""Nature's Prophet"", 'Keeper of the Light', 'Vengeful Spirit']","<span class=""team__title-label"">Победа</span>",,44 : 20
103,Fnatic vs TNC Predator,2.63-1.50,-,2.49(4.64)4.08,11 Июля 13:28 2020,ONE Esports Dota 2 SEA League,TNC Predator,"['March', 'Gabbi', 'Armel', 'kpii', 'Tims']",Fnatic,"['23savage', 'Moon', 'iceiceice', 'Jabz', 'DJ']","['Batrider', 'Treant Protector', 'Vengeful Spirit', 'Ember Spirit', 'Chen', 'Death Prophet', 'Alchemist']","['Ogre Magi', 'Mirana', 'Timbersaw', 'Underlord', 'Kunkka', 'Morphling', 'Lycan']","['Jakiro', 'Naga Siren', 'Dragon Knight', 'Void Spirit', 'Earthshaker']","[""Nature's Prophet"", 'Tiny', 'Necrophos', 'Puck', 'Rubick']",,"<span class=""team__title-label"">Победа</span>",9 : 31
104,Fnatic vs TNC Predator,2.63-1.50,-,2.49(4.64)4.08,11 Июля 13:28 2020,ONE Esports Dota 2 SEA League,TNC Predator,"['March', 'Gabbi', 'Armel', 'kpii', 'Tims']",Fnatic,"['23savage', 'Moon', 'iceiceice', 'Jabz', 'DJ']","['Vengeful Spirit', 'Mirana', 'Slark', 'Batrider', 'Gyrocopter', 'Treant Protector', 'Pangolier']","[""Nature's Prophet"", 'Ogre Magi', 'Venomancer', 'Ancient Apparition', 'Grimstroke', 'Troll Warlord', 'Lycan']","['Jakiro', 'Terrorblade', 'Timbersaw', 'Queen of Pain', 'Doom']","['Ursa', 'Tiny', 'Dazzle', 'Io', 'Puck']",,"<span class=""team__title-label"">Победа</span>",22 : 41
105,Adroit Esports vs Geek Fam,-,-,4.41(1.00)2.24,11 Июля 11:07 2020,ONE Esports Dota 2 SEA League,Geek Fam,"['Raven', 'Karl', 'Kuku', 'Xepher', 'Whitemon']",Adroit Esports,"['Natsumi-', 'Mac', 'Bok', 'cml', 'Boomy']","['Magnus', 'Vengeful Spirit', 'Phantom Lancer', 'Ursa', 'Dazzle', 'Pugna', 'Beastmaster']","['Batrider', 'Dragon Knight', 'Spectre', 'Timbersaw', 'Morphling', 'Doom', 'Sand King']","['Troll Warlord', 'Tiny', 'Queen of Pain', 'Ember Spirit', 'Oracle']","['Terrorblade', 'Earth Spirit', 'Enigma', 'Enchantress', 'Puck']","<span class=""team__title-label"">Победа</span>",,29 : 12
106,Adroit Esports vs Geek Fam,-,-,4.41(1.00)2.24,11 Июля 11:07 2020,ONE Esports Dota 2 SEA League,Geek Fam,"['Raven', 'Karl', 'Kuku', 'Xepher', 'Whitemon']",Adroit Esports,"['Natsumi-', 'Mac', 'Bok', 'Boomy', 'cml']","['Magnus', 'Timbersaw', 'Bounty Hunter', 'Slardar', 'Vengeful Spirit', 'Ember Spirit', 'Puck']","['Dragon Knight', 'Batrider', 'Morphling', 'Troll Warlord', 'Spectre', 'Void Spirit', 'Queen of Pain']","['Alchemist', 'Windranger', 'Treant Protector', 'Phoenix', 'Chen']","['Terrorblade', 'Kunkka', ""Nature's Prophet"", 'Tiny', 'Jakiro']",,"<span class=""team__title-label"">Победа</span>",16 : 31
107,beastcoast vs 4 Zoomers,2.07-1.70,-,9.38(5.65)1.39,11 Июля 03:18 2020,The Great American Rivalry Division 1 Season 1,beastcoast,"['StingerR', 'K1', 'Chris Luck', 'Wisper', 'Scofield']",4 Zoomers,"['Sammyboy', 'Gunnar', 'monkeys-forever', 'Oceania', 'Husky']","['Death Prophet', 'Queen of Pain', 'Broodmother', 'Ember Spirit', 'Abaddon', 'Pangolier', 'Lone Druid']","['Io', 'Ursa', 'Spectre', 'Storm Spirit', 'Void Spirit', 'Kunkka', 'Shadow Fiend']","['Silencer', 'Phantom Lancer', 'Elder Titan', 'Batrider', 'Mirana']","['Terrorblade', 'Vengeful Spirit', 'Sand King', 'Shadow Demon', 'Jakiro']","<span class=""team__title-label"">Победа</span>",,36 : 14
108,beastcoast vs 4 Zoomers,2.07-1.70,-,9.38(5.65)1.39,11 Июля 03:18 2020,The Great American Rivalry Division 1 Season 1,4 Zoomers,"['Sammyboy', 'Gunnar', 'monkeys-forever', 'Oceania', 'Husky']",beastcoast,"['StingerR', 'K1', 'Chris Luck', 'Wisper', 'Scofield']","['Io', 'Ursa', 'Silencer', 'Phoenix', 'Earth Spirit', 'Monkey King', 'Kunkka']","['Death Prophet', 'Queen of Pain', 'Anti-Mage', 'Necrophos', 'Vengeful Spirit', 'Broodmother', 'Lone Druid']","['Phantom Lancer', 'Viper', 'Void Spirit', 'Mirana', 'Shadow Demon']","['Lich', 'Spectre', ""Nature's Prophet"", 'Batrider', 'Tusk']",,"<span class=""team__title-label"">Победа</span>",28 : 43
109,Infinity Esports vs Thunder Predator,-,-,10.43(6.21)1.31,11 Июля 01:33 2020,The Great American Rivalry Division 1 Season 1,Thunder Predator,"['Mnz', 'Leostyle-', 'Frank', 'Matthew', 'Mjz']",Infinity Esports,"['M a r i k a t e', 'Atun', 'Benjaz', 'Raykill', 'Prada']","['Lone Druid', 'Viper', 'Centaur Warrunner', 'Timbersaw', 'Batrider', 'Kunkka', 'Puck']","['Enchantress', 'Ember Spirit', 'Slark', 'Abaddon', 'Riki', 'Queen of Pain', 'Pangolier']","['Terrorblade', 'Void Spirit', 'Beastmaster', 'Rubick', 'Winter Wyvern']","['Storm Spirit', 'Ursa', 'Mars', 'Dark Willow', 'Jakiro']","<span class=""team__title-label"">Победа</span>",,28 : 11
110,Infinity Esports vs Thunder Predator,-,-,10.43(6.21)1.31,11 Июля 01:33 2020,The Great American Rivalry Division 1 Season 1,Infinity Esports,"['M a r i k a t e', 'Atun', 'Benjaz', 'Raykill', 'Prada']",Thunder Predator,"['Mnz', 'Leostyle-', 'Frank', 'Matthew', 'Mjz']","['Ember Spirit', 'Winter Wyvern', 'Ursa', 'Troll Warlord', 'Queen of Pain', 'Centaur Warrunner', 'Batrider']","['Lone Druid', 'Viper', 'Necrophos', 'Spectre', 'Alchemist', 'Puck', 'Kunkka']","['Morphling', 'Timbersaw', 'Legion Commander', 'Skywrath Mage', 'Enchantress']","['Riki', ""Nature's Prophet"", 'Clockwerk', 'Void Spirit', 'Jakiro']",,"<span class=""team__title-label"">Победа</span>",11 : 27
111,Infamous Gaming vs CR4ZY,1.93-1.81,-,5.77(3.32)1.82,10 Июля 23:15 2020,The Great American Rivalry Division 1 Season 1,CR4ZY,"['hFn', 'bryle', 'KheZu', 'MoonMeander', 'Aui_2000']",Infamous Gaming,"['Papita', 'pakazs', 'Kxy', 'Michael', 'Accel']","['Phoenix', ""Nature's Prophet"", 'Spectre', 'Mars', 'Sand King', 'Terrorblade', 'Troll Warlord']","['Earthshaker', 'Queen of Pain', 'Luna', 'Timbersaw', 'Beastmaster', 'Legion Commander', 'Centaur Warrunner']","['Anti-Mage', 'Void Spirit', 'Venomancer', 'Clockwerk', 'Elder Titan']","['Ogre Magi', 'Weaver', 'Ember Spirit', 'Mirana', 'Puck']","<span class=""team__title-label"">Победа</span>",,23 : 14
112,Infamous Gaming vs CR4ZY,1.93-1.81,-,5.77(3.32)1.82,10 Июля 23:15 2020,The Great American Rivalry Division 1 Season 1,CR4ZY,"['hFn', 'bryle', 'KheZu', 'MoonMeander', 'Aui_2000']",Infamous Gaming,"['Papita', 'pakazs', 'Kxy', 'Michael', 'Accel']","['Phoenix', 'Clockwerk', 'Viper', 'Batrider', 'Naga Siren', 'Mars', 'Pangolier']","['Earthshaker', 'Rubick', 'Luna', 'Dragon Knight', 'Spectre', 'Ember Spirit', 'Storm Spirit']","['Slark', ""Nature's Prophet"", 'Centaur Warrunner', 'Skywrath Mage', 'Ogre Magi']","['Queen of Pain', 'Kunkka', 'Templar Assassin', 'Void Spirit', 'Elder Titan']","<span class=""team__title-label"">Победа</span>",,27 : 7
113,Infinity Esports vs Midas Club,-,-,2.90(3.70)3.59,10 Июля 21:19 2020,The Great American Rivalry Division 1 Season 1,Midas Club,"['21 21 21', 'Sexyfat', 'Hyko', 'RdO-', 'Duster']",Infinity Esports,"['M a r i k a t e', 'Atun', 'Benjaz', 'Raykill', 'Prada']","['Viper', 'Lone Druid', 'Timbersaw', 'Phantom Lancer', 'Spectre', 'Broodmother', 'Legion Commander']","[""Nature's Prophet"", 'Enchantress', 'Puck', 'Ember Spirit', 'Kunkka', 'Underlord', 'Sand King']","['Invoker', 'Centaur Warrunner', 'Mirana', 'Anti-Mage', 'Winter Wyvern']","['Queen of Pain', 'Riki', 'Axe', 'Phoenix', 'Witch Doctor']","<span class=""team__title-label"">Победа</span>",,23 : 10
